timestep,day,hour_of_day,is_night,p_load_mw,p_solar_mw,p_battery_mw,p_grid_mw,soc,v_min,v_min_measured,v_max,v_mean,line_loading_max,p_loss_mw,converged,v_margin,severity,blackout,risk_score,p_load_lag_1,p_solar_lag_1,p_load_lag_2,p_solar_lag_2,p_load_lag_3,p_solar_lag_3
214,8,22,1,2.91975179485132,0.0,2.3126978926754637e-18,2.91975179485132,0.10000000000000003,0.9329079911625145,0.9255370632128361,1.0,0.9601671031436282,40.8108005219279,0.1211649973306881,1,0.002908,MODERATE,1,0.5665468858410111,3.2570688883873697,0.0,3.3592418819827783,0.0,3.452070698603652,0.0
215,8,23,1,2.2521333389699887,0.0,2.3126978926754637e-18,2.2521333389699887,0.10000000000000003,0.9489834625145029,0.9433397477390274,1.0,0.9696856545228018,31.1610031702195,0.07023373379933007,1,0.018983,NORMAL,0,0.30994319867767367,2.91975179485132,0.0,3.2570688883873697,0.0,3.3592418819827783,0.0
216,9,0,1,1.890626463706919,0.0,2.3126978926754637e-18,1.890626463706919,0.10000000000000003,0.9574916482911443,0.9521402750152955,1.0,0.9747301800983385,26.02030464723346,0.04882490024487038,1,0.027492,NORMAL,0,0.20942141515931173,2.2521333389699887,0.0,2.91975179485132,0.0,3.2570688883873697,0.0
217,9,1,1,1.7072100431043535,0.0,2.3126978926754637e-18,1.7072100431043535,0.10000000000000003,0.9617584020468749,0.963126092607158,1.0,0.9772616610779312,23.433709704689452,0.0395410760391709,1,0.031758,NORMAL,0,0.1205146529797721,1.890626463706919,0.0,2.2521333389699887,0.0,2.91975179485132,0.0
218,9,2,1,1.6474094502756604,0.0,2.3126978926754637e-18,1.6474094502756604,0.10000000000000003,0.963142432229315,0.9672030638119385,1.0,0.9780830547682035,22.59345590584919,0.036738506881079075,1,0.033142,NORMAL,0,0.09689736961339077,1.7072100431043535,0.0,1.890626463706919,0.0,2.2521333389699887,0.0
219,9,3,1,1.6083433831001137,0.0,2.3126978926754637e-18,1.6083433831001137,0.10000000000000003,0.9640447202158478,0.9563323602783537,1.0,0.9786186082283956,22.045348502921993,0.03496658663973373,1,0.034045,NORMAL,0,0.17080375068010056,1.6474094502756604,0.0,1.7072100431043535,0.0,1.890626463706919,0.0
220,9,4,1,1.5834471137174324,0.0,2.3126978926754637e-18,1.5834471137174324,0.10000000000000003,0.9646189728959684,0.9690291005318552,1.0,0.9789594824114426,21.696378342587185,0.03386154418526714,1,0.034619,NORMAL,0,0.08772408177419685,1.6083433831001137,0.0,1.6474094502756604,0.0,1.7072100431043535,0.0
221,9,5,1,1.7618289907876827,0.0,2.3126978926754637e-18,1.7618289907876827,0.10000000000000003,0.960491266306249,0.9655956002549646,1.0,0.9765097462098306,24.202470224811957,0.04219670556425151,1,0.030491,NORMAL,0,0.10567168112460919,1.5834471137174324,0.0,1.6083433831001137,0.0,1.6474094502756604,0.0
222,9,6,0,2.2176545120876967,0.1439089105974402,2.3126978926754637e-18,2.0737456014902564,0.10000000000000003,0.9539654569845507,0.9502508767626515,1.0,0.9732247739188463,29.154307571893938,0.05846838838912628,1,0.023965,NORMAL,0,0.22880827176008842,1.7618289907876827,0.0,1.5834471137174324,0.0,1.6083433831001137,0.0
223,9,7,0,2.598182251177892,0.6719169727630988,2.3126978926754637e-18,1.926265278414793,0.10000000000000003,0.9528089817667321,0.9580833627939391,1.0,0.9785145717539526,29.56224984115852,0.06853388447887078,1,0.022809,NORMAL,0,0.1564342877977105,2.2176545120876967,0.1439089105974402,1.7618289907876827,0.0,1.5834471137174324,0.0
224,9,8,0,2.8931820398423005,1.30678133508835,2.3126978926754637e-18,1.5864007047539506,0.10000000000000003,0.9542640979957685,0.952559014090556,1.0223304196244871,0.9859972623061695,28.87838391020158,0.11262707123479254,1,0.024264,NORMAL,0,0.20529208977226965,2.598182251177892,0.6719169727630988,2.2176545120876967,0.1439089105974402,1.7618289907876827,0.0
225,9,9,0,3.338942183102072,1.7007940757783917,2.3126978926754637e-18,1.6381481073236803,0.10000000000000003,0.9488771755833608,0.9475378262050982,1.0361641263089514,0.9866177629562686,32.4967140183982,0.17102265929977195,1,0.018877,NORMAL,0,0.25878951885343643,2.8931820398423005,1.30678133508835,2.598182251177892,0.6719169727630988,2.2176545120876967,0.1439089105974402
226,9,10,0,3.4141458498462742,2.1649780195281974,2.3126978926754637e-18,1.2491678303180769,0.10000000000000003,0.9522993277720575,0.9417917097506526,1.060535368589407,0.9929053476904675,31.2914382172856,0.23709381238809174,1,0.022299,NORMAL,0,0.33015091225798826,3.338942183102072,1.7007940757783917,2.8931820398423005,1.30678133508835,2.598182251177892,0.6719169727630988
227,9,11,0,3.4100051449098934,2.655644430845739,2.3126978926754637e-18,0.7543607140641542,0.10000000000000003,0.9573748256875687,0.9583572245458143,1.0863347664905791,1.000116214750778,29.804559011239785,0.3244541829845807,1,0.027375,NORMAL,0,0.15427813802322787,3.4141458498462742,2.1649780195281974,3.338942183102072,1.7007940757783917,2.8931820398423005,1.30678133508835
